index	identifier	sum_stat	mark	detail	target	assay	feature_names
292	ENCFF468WHL	mean	DNASE	left renal pelvis male embryo (105 days)	NA	DNase-seq	f_292
293	ENCFF669AED	mean	DNASE	iPS DF 6.9 male newborn	NA	DNase-seq	f_293
294	ENCFF369CRG	mean	DNASE	kidney male embryo (87 days)	NA	DNase-seq	f_294
295	ENCFF784RSW	mean	DNASE	right lung female embryo (91 day)	NA	DNase-seq	f_295
296	ENCFF564MGY	mean	DNASE	NCI-H226	NA	DNase-seq	f_296
297	ENCFF973VII	mean	DNASE	right renal cortex interstitium male embryo (105 days)	NA	DNase-seq	f_297
298	ENCFF006KSE	mean	DNASE	G401	NA	DNase-seq	f_298
299	ENCFF789PQN	mean	DNASE	muscle of arm male embryo (113 days)	NA	DNase-seq	f_299
300	ENCFF992LZL	mean	DNASE	common myeloid progenitor, CD34-positive male adult	NA	DNase-seq	f_300
301	ENCFF716VIS	mean	DNASE	muscle of leg female embryo (113 days)	NA	DNase-seq	f_301
302	ENCFF430CNF	mean	DNASE	arm bone male embryo (81 day)	NA	DNase-seq	f_302
303	ENCFF334GMP	mean	DNASE	H9	NA	DNase-seq	f_303
304	ENCFF639ZOF	mean	DNASE	testis male embryo	NA	DNase-seq	f_304
305	ENCFF372SLF	mean	DNASE	neural stem progenitor cell originated from H1-hESC	NA	DNase-seq	f_305
306	ENCFF312ZWZ	mean	DNASE	right atrium auricular region female adult (51 year)	NA	DNase-seq	f_306
307	ENCFF819IOM	mean	DNASE	common myeloid progenitor, CD34-positive male adult (49 years)	NA	DNase-seq	f_307
308	ENCFF688EZK	mean	DNASE	stomach female embryo (121 day)	NA	DNase-seq	f_308
309	ENCFF502QQC	mean	DNASE	muscle of leg female embryo (105 days)	NA	DNase-seq	f_309
310	ENCFF674WBH	mean	DNASE	muscle of leg male embryo (97 days)	NA	DNase-seq	f_310
311	ENCFF541UPO	mean	DNASE	left kidney female embryo (87 days)	NA	DNase-seq	f_311
312	ENCFF034GYI	mean	DNASE	muscle of back male embryo (97 days)	NA	DNase-seq	f_312
313	ENCFF160KJF	mean	DNASE	muscle of leg male embryo (96 days)	NA	DNase-seq	f_313
314	ENCFF071LJS	mean	DNASE	right lung female embryo (105 days)	NA	DNase-seq	f_314
315	ENCFF193BCL	mean	DNASE	NAMALWA treated with Sendai virus for 2 hours	NA	DNase-seq	f_315
316	ENCFF964WUW	mean	DNASE	renal pelvis male embryo (127 days)	NA	DNase-seq	f_316
317	ENCFF736ZAN	mean	DNASE	muscle of arm male embryo (96 days)	NA	DNase-seq	f_317
318	ENCFF064YHT	mean	DNASE	heart male child (3 years)	NA	DNase-seq	f_318
319	ENCFF536FNG	mean	DNASE	brain female embryo (117 days)	NA	DNase-seq	f_319
320	ENCFF428DTK	mean	DNASE	muscle of arm female embryo (85 days)	NA	DNase-seq	f_320
321	ENCFF782WKY	mean	DNASE	heart male embryo (110 days)	NA	DNase-seq	f_321
322	ENCFF464NHA	mean	DNASE	L1-S8	NA	DNase-seq	f_322
323	ENCFF468PTJ	mean	DNASE	CD8-positive, alpha-beta T cell male adult (37 years)	NA	DNase-seq	f_323
324	ENCFF847HLP	mean	DNASE	muscle of back male embryo (91 day)	NA	DNase-seq	f_324
325	ENCFF637LBX	mean	DNASE	left renal pelvis male embryo (105 days)	NA	DNase-seq	f_325
326	ENCFF751LHL	mean	DNASE	middle frontal gyrus male adult (78 years)	NA	DNase-seq	f_326
327	ENCFF267BLE	mean	DNASE	lung male embryo (103 days)	NA	DNase-seq	f_327
328	ENCFF915OOI	mean	DNASE	heart male embryo (105 days)	NA	DNase-seq	f_328
329	ENCFF688UBR	mean	DNASE	left renal pelvis male embryo (120 days)	NA	DNase-seq	f_329
330	ENCFF570PTC	mean	DNASE	common myeloid progenitor, CD34-positive female adult (50 years)	NA	DNase-seq	f_330
331	ENCFF137XIB	mean	DNASE	Peyer's patch female adult (53 years)	NA	DNase-seq	f_331
332	ENCFF123ENC	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_332
333	ENCFF158ALT	mean	DNASE	hematopoietic multipotent progenitor cell	NA	DNase-seq	f_333
334	ENCFF386DMJ	mean	DNASE	right kidney male embryo (87 days)	NA	DNase-seq	f_334
335	ENCFF367MHB	mean	DNASE	tibial artery male adult (37 years)	NA	DNase-seq	f_335
336	ENCFF620RYJ	mean	DNASE	renal cell carcinoma	NA	DNase-seq	f_336
337	ENCFF936MHE	mean	DNASE	thymus female embryo (113 days)	NA	DNase-seq	f_337
338	ENCFF003FBE	mean	DNASE	brain female embryo (109 days)	NA	DNase-seq	f_338
339	ENCFF399TJD	mean	DNASE	Daoy	NA	DNase-seq	f_339
340	ENCFF305GOM	mean	DNASE	A673	NA	DNase-seq	f_340
341	ENCFF147PGS	mean	DNASE	muscle of arm male embryo (101 day)	NA	DNase-seq	f_341
342	ENCFF941ILF	mean	DNASE	muscle of arm female embryo (120 days)	NA	DNase-seq	f_342
343	ENCFF779BIA	mean	DNASE	muscle of back male embryo (105 days)	NA	DNase-seq	f_343
344	ENCFF647YEC	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_344
345	ENCFF095HIQ	mean	DNASE	ecto neural progenitor cell originated from H9	NA	DNase-seq	f_345
346	ENCFF708ZHA	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 17 days, kit ligand for 17 days, hydrocortisone succinate for 17 days, erythropoietin for 17 days	NA	DNase-seq	f_346
347	ENCFF136YOJ	mean	DNASE	hepatocyte originated from H9	NA	DNase-seq	f_347
348	ENCFF078RPO	mean	DNASE	renal pelvis male embryo (97 days)	NA	DNase-seq	f_348
349	ENCFF802UAF	mean	DNASE	heart embryo (101 day)	NA	DNase-seq	f_349
350	ENCFF761ZJC	mean	DNASE	large intestine male embryo (115 days)	NA	DNase-seq	f_350
351	ENCFF010ZNC	mean	DNASE	T-cell male adult (37 years)	NA	DNase-seq	f_351
352	ENCFF053JYY	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_352
353	ENCFF259NLK	mean	DNASE	CD1c-positive myeloid dendritic cell	NA	DNase-seq	f_353
354	ENCFF220IWU	mean	DNASE	B cell male adult (21 year)	NA	DNase-seq	f_354
355	ENCFF029ZOX	mean	DNASE	superior temporal gyrus male adult (84 years)	NA	DNase-seq	f_355
356	ENCFF801JJS	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_356
357	ENCFF294LWY	mean	DNASE	iPS DF 19.11 male newborn	NA	DNase-seq	f_357
358	ENCFF973KXU	mean	DNASE	hindlimb muscle male embryo (120 days)	NA	DNase-seq	f_358
359	ENCFF955DHP	mean	DNASE	MCF 10A treated with 1 uM tamoxifen for 6 hours	NA	DNase-seq	f_359
360	ENCFF017NBX	mean	DNASE	sigmoid colon male adult (54 years)	NA	DNase-seq	f_360
361	ENCFF851MCI	mean	DNASE	heart male embryo (120 days)	NA	DNase-seq	f_361
362	ENCFF083ELT	mean	DNASE	tibial nerve female adult (51 year)	NA	DNase-seq	f_362
363	ENCFF531MYW	mean	DNASE	adipocyte	NA	DNase-seq	f_363
364	ENCFF562EUF	mean	DNASE	muscle of trunk female embryo (121 day)	NA	DNase-seq	f_364
365	ENCFF920CTO	mean	DNASE	left cardiac atrium female embryo (101 day)	NA	DNase-seq	f_365
366	ENCFF213QWE	mean	DNASE	T-cell male adult (21 year)	NA	DNase-seq	f_366
367	ENCFF645BQM	mean	DNASE	right kidney male embryo (108 days)	NA	DNase-seq	f_367
368	ENCFF166VWE	mean	DNASE	adrenal gland female embryo (108 days)	NA	DNase-seq	f_368
369	ENCFF121CVF	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 11 day, kit ligand for 11 day, hydrocortisone succinate for 11 day, erythropoietin for 11 day	NA	DNase-seq	f_369
370	ENCFF947HEA	mean	DNASE	brain male embryo (105 days)	NA	DNase-seq	f_370
371	ENCFF116YEY	mean	DNASE	body of pancreas female adult (53 years)	NA	DNase-seq	f_371
372	ENCFF963ION	mean	DNASE	left kidney female embryo (147 days)	NA	DNase-seq	f_372
373	ENCFF133LMW	mean	DNASE	CD4-positive, alpha-beta T cell male adult (37 years)	NA	DNase-seq	f_373
374	ENCFF953EXS	mean	DNASE	KBM-7	NA	DNase-seq	f_374
375	ENCFF241XMS	mean	DNASE	psoas muscle male child (3 years)	NA	DNase-seq	f_375
376	ENCFF190AUQ	mean	DNASE	ovary female embryo	NA	DNase-seq	f_376
377	ENCFF175IFH	mean	DNASE	RKO	NA	DNase-seq	f_377
378	ENCFF869XYK	mean	DNASE	leg bone male embryo (81 day)	NA	DNase-seq	f_378
379	ENCFF479JXO	mean	DNASE	glomerular visceral epithelial cell child (3 years)	NA	DNase-seq	f_379
380	ENCFF520XMG	mean	DNASE	foreskin melanocyte male newborn	NA	DNase-seq	f_380
381	ENCFF249WKV	mean	DNASE	embryonic facial prominence embryo (53 days) and embryo (58 days)	NA	DNase-seq	f_381
382	ENCFF154NSS	mean	DNASE	vagina female adult (53 years)	NA	DNase-seq	f_382
383	ENCFF890HSZ	mean	DNASE	kidney female embryo (85 days)	NA	DNase-seq	f_383
384	ENCFF990QEC	mean	DNASE	muscle of back male embryo (96 days)	NA	DNase-seq	f_384
385	ENCFF736QYT	mean	DNASE	muscle of trunk female embryo (113 days)	NA	DNase-seq	f_385
386	ENCFF732WSQ	mean	DNASE	iPS DF 19.7 male newborn	NA	DNase-seq	f_386
387	ENCFF631ZXV	mean	DNASE	right lung female embryo (110 days)	NA	DNase-seq	f_387
388	ENCFF216TLU	mean	DNASE	left lung male embryo (87 days)	NA	DNase-seq	f_388
389	ENCFF471TWL	mean	DNASE	large intestine female embryo (105 days)	NA	DNase-seq	f_389
390	ENCFF338GCP	mean	DNASE	right lung female embryo (98 days)	NA	DNase-seq	f_390
391	ENCFF573KUK	mean	DNASE	leg bone male embryo (81 day)	NA	DNase-seq	f_391
392	ENCFF724HAH	mean	DNASE	CD14-positive monocyte male adult (21 year)	NA	DNase-seq	f_392
393	ENCFF897JFY	mean	DNASE	muscle of arm male embryo (120 days)	NA	DNase-seq	f_393
394	ENCFF799HNC	mean	DNASE	Peyer's patch male adult (37 years)	NA	DNase-seq	f_394
395	ENCFF139ZYV	mean	DNASE	common myeloid progenitor, CD34-positive male adult (36 years)	NA	DNase-seq	f_395
396	ENCFF549BSX	mean	DNASE	left lung female embryo (108 days)	NA	DNase-seq	f_396
397	ENCFF359LKO	mean	DNASE	small intestine female embryo (91 day)	NA	DNase-seq	f_397
398	ENCFF896FUI	mean	DNASE	MM.1S	NA	DNase-seq	f_398
399	ENCFF410TTD	mean	DNASE	sigmoid colon female adult (51 year)	NA	DNase-seq	f_399
400	ENCFF852RDH	mean	DNASE	left lung female embryo (105 days)	NA	DNase-seq	f_400
401	ENCFF523VFS	mean	DNASE	common myeloid progenitor, CD34-positive female adult (33 years)	NA	DNase-seq	f_401
402	ENCFF773NZF	mean	DNASE	retina embryo (125 days) and male embryo (103 days)	NA	DNase-seq	f_402
403	ENCFF468SMI	mean	DNASE	brain male embryo (72 days) and male embryo (76 days)	NA	DNase-seq	f_403
404	ENCFF302BVR	mean	DNASE	muscle of back male embryo (108 days)	NA	DNase-seq	f_404
405	ENCFF706WOH	mean	DNASE	IMR-90	NA	DNase-seq	f_405
406	ENCFF036RHD	mean	DNASE	lung female embryo (108 days)	NA	DNase-seq	f_406
407	ENCFF877ULZ	mean	DNASE	left lung male embryo (113 days)	NA	DNase-seq	f_407
408	ENCFF506FHA	mean	DNASE	OCI-LY7	NA	DNase-seq	f_408
409	ENCFF300WUQ	mean	DNASE	upper lobe of left lung female adult (51 year)	NA	DNase-seq	f_409
410	ENCFF117DAB	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 18 days, kit ligand for 18 days, hydrocortisone succinate for 18 days, erythropoietin for 18 days	NA	DNase-seq	f_410
411	ENCFF681JFJ	mean	DNASE	putamen male adult (78 years)	NA	DNase-seq	f_411
412	ENCFF893ONO	mean	DNASE	common myeloid progenitor, CD34-positive male adult (42 years)	NA	DNase-seq	f_412
413	ENCFF555ENQ	mean	DNASE	placenta embryo (53 days)	NA	DNase-seq	f_413
414	ENCFF758ZBZ	mean	DNASE	kidney male embryo (105 days)	NA	DNase-seq	f_414
415	ENCFF185JEB	mean	DNASE	heart left ventricle female embryo (136 days)	NA	DNase-seq	f_415
416	ENCFF966IYT	mean	DNASE	small intestine female embryo (108 days)	NA	DNase-seq	f_416
417	ENCFF692FQU	mean	DNASE	LoVo	NA	DNase-seq	f_417
418	ENCFF564DYF	mean	DNASE	cerebellar cortex male adult (78 years) and male adult (84 years)	NA	DNase-seq	f_418
419	ENCFF710LQM	mean	DNASE	lung embryo (67 days)	NA	DNase-seq	f_419
420	ENCFF413EKZ	mean	DNASE	transverse colon female adult (53 years)	NA	DNase-seq	f_420
421	ENCFF482UKP	mean	DNASE	brain embryo (80 days)	NA	DNase-seq	f_421
422	ENCFF922XNR	mean	DNASE	stomach female embryo (108 days)	NA	DNase-seq	f_422
423	ENCFF622CII	mean	DNASE	umbilical cord embryo (59 days) and male embryo (76 days)	NA	DNase-seq	f_423
424	ENCFF683HAF	mean	DNASE	muscle of leg male embryo (105 days)	NA	DNase-seq	f_424
425	ENCFF109WQI	mean	DNASE	Caki2	NA	DNase-seq	f_425
426	ENCFF644WCO	mean	DNASE	muscle of arm female embryo (105 days)	NA	DNase-seq	f_426
427	ENCFF910FZX	mean	DNASE	foreskin melanocyte male newborn	NA	DNase-seq	f_427
428	ENCFF450EHI	mean	DNASE	stomach male embryo (108 days)	NA	DNase-seq	f_428
429	ENCFF381POQ	mean	DNASE	body of pancreas male adult (37 years)	NA	DNase-seq	f_429
430	ENCFF631XBY	mean	DNASE	renal cortex interstitium female embryo (120 days)	NA	DNase-seq	f_430
431	ENCFF095KFF	mean	DNASE	body of pancreas female adult (51 year)	NA	DNase-seq	f_431
432	ENCFF824OUT	mean	DNASE	large intestine male embryo (105 days)	NA	DNase-seq	f_432
433	ENCFF850IPE	mean	DNASE	limb embryo (58 days) and embryo (59 days)	NA	DNase-seq	f_433
434	ENCFF461COG	mean	DNASE	heart female embryo (147 days)	NA	DNase-seq	f_434
435	ENCFF135BIN	mean	DNASE	heart male embryo (96 days)	NA	DNase-seq	f_435
436	ENCFF785TYR	mean	DNASE	right renal pelvis male embryo (120 days)	NA	DNase-seq	f_436
437	ENCFF149IUC	mean	DNASE	left lung female embryo (117 days)	NA	DNase-seq	f_437
438	ENCFF858RAV	mean	DNASE	thymus female embryo (98 days)	NA	DNase-seq	f_438
439	ENCFF802LRO	mean	DNASE	ovary female adult (53 years)	NA	DNase-seq	f_439
440	ENCFF925SLC	mean	DNASE	left kidney male embryo (115 days)	NA	DNase-seq	f_440
441	ENCFF527VFR	mean	DNASE	thymus male embryo (113 days)	NA	DNase-seq	f_441
442	ENCFF176WVA	mean	DNASE	placenta female embryo (105 days)	NA	DNase-seq	f_442
443	ENCFF746DZE	mean	DNASE	EH	NA	DNase-seq	f_443
444	ENCFF354FAY	mean	DNASE	renal cortex interstitium male embryo (97 days)	NA	DNase-seq	f_444
445	ENCFF933ZHA	mean	DNASE	placenta embryo (102 days)	NA	DNase-seq	f_445
446	ENCFF708XRO	mean	DNASE	placenta embryo (56 days) and embryo (59 days)	NA	DNase-seq	f_446
447	ENCFF407LCA	mean	DNASE	renal pelvis female embryo (103 days)	NA	DNase-seq	f_447
448	ENCFF462ZLK	mean	DNASE	right lobe of liver female adult (53 years)	NA	DNase-seq	f_448
449	ENCFF660PED	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_449
450	ENCFF616AAF	mean	DNASE	tongue male embryo (72 days)	NA	DNase-seq	f_450
451	ENCFF723EYP	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_451
452	ENCFF775FBE	mean	DNASE	liver female embryo (101 day) and female embryo (113 days)	NA	DNase-seq	f_452
453	ENCFF658BNW	mean	DNASE	large intestine female embryo (107 days)	NA	DNase-seq	f_453
454	ENCFF438MEL	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 6 days, kit ligand for 6 days, hydrocortisone succinate for 6 days, erythropoietin for 6 days	NA	DNase-seq	f_454
455	ENCFF819VID	mean	DNASE	common myeloid progenitor, CD34-positive male	NA	DNase-seq	f_455
456	ENCFF389EEG	mean	DNASE	small intestine female embryo (98 days)	NA	DNase-seq	f_456
457	ENCFF658FXQ	mean	DNASE	CD4-positive, alpha-beta T cell male adult (21 year)	NA	DNase-seq	f_457
458	ENCFF503ZTL	mean	DNASE	brain male embryo (101 day)	NA	DNase-seq	f_458
459	ENCFF124SMB	mean	DNASE	placenta female embryo (101 day) and male embryo (105 days)	NA	DNase-seq	f_459
460	ENCFF069WLL	mean	DNASE	renal pelvis male embryo (91 day)	NA	DNase-seq	f_460
461	ENCFF830TGU	mean	DNASE	lung embryo (80 days) and male embryo (76 days)	NA	DNase-seq	f_461
462	ENCFF460VUW	mean	DNASE	Ammon's horn male adult (84 years)	NA	DNase-seq	f_462
463	ENCFF596JMX	mean	DNASE	muscle of back female embryo (105 days)	NA	DNase-seq	f_463
464	ENCFF606ESZ	mean	DNASE	lung male embryo (82 days)	NA	DNase-seq	f_464
465	ENCFF946AQO	mean	DNASE	left renal cortex interstitium male embryo (105 days)	NA	DNase-seq	f_465
466	ENCFF925UKW	mean	DNASE	trophoblast cell embryo (17 weeks) and embryo (18 weeks)	NA	DNase-seq	f_466
467	ENCFF548BBX	mean	DNASE	RPMI8226	NA	DNase-seq	f_467
468	ENCFF243OFZ	mean	DNASE	small intestine male embryo (91 day)	NA	DNase-seq	f_468
469	ENCFF641HVS	mean	DNASE	brain embryo (56 days) and male embryo (58 days)	NA	DNase-seq	f_469
470	ENCFF158QOY	mean	DNASE	pancreas female adult (30 years)	NA	DNase-seq	f_470
471	ENCFF080JZX	mean	DNASE	adrenal gland female adult (53 years)	NA	DNase-seq	f_471
472	ENCFF322ALX	mean	DNASE	breast epithelium female adult (51 year)	NA	DNase-seq	f_472
473	ENCFF028YSP	mean	DNASE	left kidney male embryo (87 days)	NA	DNase-seq	f_473
474	ENCFF010FIA	mean	DNASE	renal pelvis female embryo (96 days)	NA	DNase-seq	f_474
475	ENCFF581JYZ	mean	DNASE	stomach male embryo (127 days)	NA	DNase-seq	f_475
476	ENCFF726GTU	mean	DNASE	CD8-positive, alpha-beta T cell female adult (34 years)	NA	DNase-seq	f_476
477	ENCFF599PVD	mean	DNASE	spinal cord female embryo (89 days)	NA	DNase-seq	f_477
478	ENCFF174TXJ	mean	DNASE	muscle of arm male embryo (97 days)	NA	DNase-seq	f_478
479	ENCFF161NZJ	mean	DNASE	renal pelvis female embryo (105 days)	NA	DNase-seq	f_479
480	ENCFF442SRX	mean	DNASE	HAP-1	NA	DNase-seq	f_480
481	ENCFF909HEZ	mean	DNASE	SJSA1	NA	DNase-seq	f_481
482	ENCFF113RRS	mean	DNASE	retina embryo (74 days) and embryo (85 days)	NA	DNase-seq	f_482
483	ENCFF906KHN	mean	DNASE	muscle of leg male embryo (127 days)	NA	DNase-seq	f_483
484	ENCFF900LOG	mean	DNASE	fibroblast of skin of abdomen male embryo (97 days)	NA	DNase-seq	f_484
485	ENCFF399ISP	mean	DNASE	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	NA	DNase-seq	f_485
486	ENCFF138ZHG	mean	DNASE	stomach female embryo (147 days)	NA	DNase-seq	f_486
487	ENCFF969AND	mean	DNASE	lung male embryo (54 days) and male embryo (58 days)	NA	DNase-seq	f_487
488	ENCFF508ADO	mean	DNASE	T-cell male adult (36 years)	NA	DNase-seq	f_488
489	ENCFF801DBL	mean	DNASE	T-cell male adult (21 year)	NA	DNase-seq	f_489
490	ENCFF401DZU	mean	DNASE	HK-2	NA	DNase-seq	f_490
491	ENCFF673ICX	mean	DNASE	NCI-H460	NA	DNase-seq	f_491
492	ENCFF655RAK	mean	DNASE	left lung male embryo (96 days)	NA	DNase-seq	f_492
493	ENCFF005DPL	mean	DNASE	common myeloid progenitor, CD34-positive male adult (23 years)	NA	DNase-seq	f_493
494	ENCFF766YIL	mean	DNASE	stomach female adult (51 year)	NA	DNase-seq	f_494
495	ENCFF502EPK	mean	DNASE	CD4-positive, alpha-beta T cell female adult (33 years)	NA	DNase-seq	f_495
496	ENCFF740DGO	mean	DNASE	kidney female embryo (113 days)	NA	DNase-seq	f_496
497	ENCFF600WZF	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_497
498	ENCFF180IFD	mean	DNASE	placenta female embryo (85 days)	NA	DNase-seq	f_498
499	ENCFF361UTR	mean	DNASE	brain male embryo (122 days)	NA	DNase-seq	f_499
500	ENCFF903LEE	mean	DNASE	muscle of arm male embryo (97 days)	NA	DNase-seq	f_500
501	ENCFF161UUJ	mean	DNASE	renal cortex interstitium female embryo (103 days)	NA	DNase-seq	f_501
502	ENCFF126DFR	mean	DNASE	thyroid gland female adult (51 year)	NA	DNase-seq	f_502
503	ENCFF889CMZ	mean	DNASE	NAMALWA	NA	DNase-seq	f_503
504	ENCFF351UQV	mean	DNASE	heart embryo (59 days) and female embryo (76 days)	NA	DNase-seq	f_504
505	ENCFF365LXQ	mean	DNASE	large intestine male embryo (105 days)	NA	DNase-seq	f_505
506	ENCFF260OFK	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_506
507	ENCFF307BRD	mean	DNASE	right kidney male embryo (96 days)	NA	DNase-seq	f_507
508	ENCFF722MXM	mean	DNASE	CD14-positive monocyte male adult (37 years)	NA	DNase-seq	f_508
509	ENCFF422YYH	mean	DNASE	ELF-1	NA	DNase-seq	f_509
510	ENCFF024WMP	mean	DNASE	spinal cord female embryo (113 days)	NA	DNase-seq	f_510
511	ENCFF090EZE	mean	DNASE	spleen embryo (112 days)	NA	DNase-seq	f_511
512	ENCFF010TXA	mean	DNASE	left lung female embryo (107 days)	NA	DNase-seq	f_512
513	ENCFF538SYZ	mean	DNASE	thymus female embryo	NA	DNase-seq	f_513
514	ENCFF131RGB	mean	DNASE	CD4-positive, alpha-beta T cell male adult (21 year)	NA	DNase-seq	f_514
515	ENCFF827CLR	mean	DNASE	stomach female embryo (96 days)	NA	DNase-seq	f_515
516	ENCFF923JHL	mean	DNASE	EL	NA	DNase-seq	f_516
517	ENCFF759CKK	mean	DNASE	CD14-positive monocyte female adult (34 years)	NA	DNase-seq	f_517
518	ENCFF290ZJP	mean	DNASE	thyroid gland female adult (53 years)	NA	DNase-seq	f_518
519	ENCFF815MQN	mean	DNASE	adrenal gland female embryo (113 days)	NA	DNase-seq	f_519
520	ENCFF545YJA	mean	DNASE	muscle of back male embryo (96 days)	NA	DNase-seq	f_520
521	ENCFF332XCB	mean	DNASE	SJCRH30	NA	DNase-seq	f_521
522	ENCFF985WGD	mean	DNASE	natural killer cell male adult (21 year)	NA	DNase-seq	f_522
523	ENCFF702IWR	mean	DNASE	heart male embryo (72 days) and male embryo (76 days)	NA	DNase-seq	f_523
524	ENCFF225GCE	mean	DNASE	midbrain male adult (78 years) and male adult (84 years)	NA	DNase-seq	f_524
525	ENCFF338CIA	mean	DNASE	ovary female adult (30 years)	NA	DNase-seq	f_525
526	ENCFF918FRW	mean	DNASE	mesendoderm originated from H1-hESC	NA	DNase-seq	f_526
527	ENCFF104JJN	mean	DNASE	natural killer cell male adult (37 years)	NA	DNase-seq	f_527
528	ENCFF125SYT	mean	DNASE	natural killer cell female adult (34 years)	NA	DNase-seq	f_528
529	ENCFF380PKB	mean	DNASE	foreskin keratinocyte male newborn	NA	DNase-seq	f_529
530	ENCFF488GEQ	mean	DNASE	stomach female embryo	NA	DNase-seq	f_530
531	ENCFF285UPE	mean	DNASE	adrenal gland male embryo (108 days)	NA	DNase-seq	f_531
532	ENCFF037YBR	mean	DNASE	testis male embryo	NA	DNase-seq	f_532
533	ENCFF594UFP	mean	DNASE	mesenchymal stem cell originated from H1-hESC	NA	DNase-seq	f_533
534	ENCFF264JCE	mean	DNASE	vagina female adult (51 year)	NA	DNase-seq	f_534
535	ENCFF158JPG	mean	DNASE	common myeloid progenitor, CD34-positive male adult (43 years)	NA	DNase-seq	f_535
536	ENCFF062BSK	mean	DNASE	heart right ventricle female embryo (101 day) and female embryo (103 days)	NA	DNase-seq	f_536
537	ENCFF572BDN	mean	DNASE	L1-S8R	NA	DNase-seq	f_537
538	ENCFF162WFN	mean	DNASE	heart female embryo (116 days) and female embryo (98 days)	NA	DNase-seq	f_538
539	ENCFF747RHY	mean	DNASE	MCF 10A treated with 1 uM tamoxifen for 24 hours	NA	DNase-seq	f_539
540	ENCFF923TRG	mean	DNASE	right renal pelvis male embryo (105 days)	NA	DNase-seq	f_540
541	ENCFF851IQY	mean	DNASE	muscle of arm female embryo (98 days)	NA	DNase-seq	f_541
542	ENCFF685WFL	mean	DNASE	H9 G1 phase genetically modified using stable transfection	NA	DNase-seq	f_542
543	ENCFF094FZF	mean	DNASE	tibial nerve male adult (37 years)	NA	DNase-seq	f_543
544	ENCFF098CIC	mean	DNASE	kidney male embryo (85 days)	NA	DNase-seq	f_544
545	ENCFF645CDA	mean	DNASE	tongue female embryo (59 days) and female embryo (76 days)	NA	DNase-seq	f_545
546	ENCFF950KRY	mean	DNASE	transverse colon female adult (51 year)	NA	DNase-seq	f_546
547	ENCFF881JSN	mean	DNASE	right renal pelvis male embryo (105 days)	NA	DNase-seq	f_547
548	ENCFF484MWV	mean	DNASE	large intestine male embryo (91 day)	NA	DNase-seq	f_548
549	ENCFF712OII	mean	DNASE	right kidney female embryo (117 days)	NA	DNase-seq	f_549
550	ENCFF268XHZ	mean	DNASE	right kidney male embryo (91 day)	NA	DNase-seq	f_550
551	ENCFF375JUQ	mean	DNASE	skin fibroblast male embryo (97 days)	NA	DNase-seq	f_551
552	ENCFF328BAN	mean	DNASE	globus pallidus male adult (78 years) and male adult (84 years)	NA	DNase-seq	f_552
553	ENCFF518IQW	mean	DNASE	kidney female embryo (105 days)	NA	DNase-seq	f_553
554	ENCFF412KRU	mean	DNASE	right atrium auricular region female adult (53 years)	NA	DNase-seq	f_554
555	ENCFF721IYP	mean	DNASE	thymus female embryo (147 days)	NA	DNase-seq	f_555
556	ENCFF017FGP	mean	DNASE	stomach male adult (34 years)	NA	DNase-seq	f_556
557	ENCFF540MDC	mean	DNASE	eye embryo (56 days) and male embryo (76 days)	NA	DNase-seq	f_557
558	ENCFF376RIO	mean	DNASE	esophagus squamous epithelium male adult (37 years)	NA	DNase-seq	f_558
559	ENCFF888PNL	mean	DNASE	glomerular visceral epithelial cell child (3 years)	NA	DNase-seq	f_559
560	ENCFF167DZY	mean	DNASE	muscle of back male embryo (127 days)	NA	DNase-seq	f_560
